0.338983051,0.640625,0.488636364,0.655555556,0.316666667,0.505617978,0.540229885,0.516666667,0.474576271
0.490965949,0.451957295,0.511363636,0.533333333,0.394444444,0.433333333,0.322222222,0.396551724,0.586206897
0.534810127,0.589211618,0.622222222,0.238636364,0.35,0.730337079,0.606741573,0.2,0.169491525
0.482509047,0.523131673,0.455555556,0.213483146,0.722222222,0.344444444,0.311111111,0.35,0.672413793
0.691113028,0.465408805,0.588888889,0.337078652,0.566666667,0.511904762,0.454545455,0.529411765,0.410714286
0.504721589,0.62541806,0.322222222,0.701149425,0.455555556,0.4,0.755555556,0.183333333,0.741935484
0.512302607,0.478386167,0.573033708,0.344444444,0.472222222,0.333333333,0.411111111,0.450980392,0.716666667
0.537548027,0.480263158,0.546511628,0.393258427,0.455555556,0.430232558,0.611764706,0.3,0.716666667
0.480563862,0.482972136,0.528089888,0.488888889,0.333333333,0.222222222,0.477777778,0.35,0.5
0.4378763,0.591973244,0.566666667,0.455555556,0.777777778,0.611111111,0.494382022,0.366666667,0.694915254
0.513017464,0.539622642,0.528735632,0.482758621,0.35,0.555555556,0.344444444,0.457627119,0.627118644
0.468230277,0.482876712,0.533333333,0.325842697,0.707865169,0.415730337,0.422222222,0.627118644,0.327586207
0.529609141,0.582142857,0.539325843,0.566666667,0.65,0.6,0.247191011,0.283333333,0.576271186
0.480392157,0.347826087,0.466666667,0.344444444,0.392045455,0.477777778,0.411111111,0.65,0.551724138
0.492260062,0.48015873,0.550561798,0.488888889,0.677777778,0.629213483,0.6,0.220338983,0.581818182
0.458235612,0.552173913,0.466666667,0.788888889,0.577777778,0.741573034,0.471910112,0.35,0.533333333
0.652866242,0.236933798,0.488888889,0.25,0.583333333,0.388888889,0.363636364,0.169491525,0.25
0.479813804,0.489959839,0.430232558,0.471910112,0.455555556,0.577777778,0.348314607,0.220338983,0.527272727
0.428478684,0.529680365,0.633333333,0.611111111,0.4,0.426966292,0.6,0.633333333,0.827586207
0.513418903,0.468503937,0.622222222,0.375,0.427777778,0.375,0.539325843,0.6,0.616666667
0.53474973,0.416058394,0.433333333,0.588888889,0.692307692,0.622222222,0.3,0.5,0.783333333
0.467263307,0.523961661,0.556818182,0.444444444,0.483333333,0.522222222,0.377777778,0.533333333,0.728813559
0.509920528,0.371165644,0.511111111,0.411111111,0.759776536,,0.494382022,0.466666667,0.366666667
0.48071014,0.498349835,0.477777778,0.388888889,,,0.388888889,0.684210526,0.517857143
0.514451886,0.496932515,0.542168675,0.255555556,,,0.505617978,0.833333333,0.534482759
0.484223301,0.520547945,0.422222222,0.356321839,,,0.494117647,0.533333333,0.339285714
0.49689441,0.565517241,0.555555556,0.523809524,,,0.788888889,0.813559322,
0.441269841,0.422131148,0.629213483,0.611111111,,,0.544444444,0.728813559,
0.50209205,0.666666667,,0.573033708,,,0.379310345,0.833333333,
0.511517912,0.561538462,,0.311111111,,,0.355555556,0.733333333,
0.50137741,,,0.534090909,,,0.422222222,0.230769231,
,,,0.522222222,,,0.539325843,0.516666667,
,,,0.333333333,,,0.333333333,0.50877193,
,,,,,,0.544444444,0.316666667,
,,,,,,0.642857143,0.65,
,,,,,,0.533333333,0.610169492,
,,,,,,0.433333333,,
,,,,,,0.766666667,,
,,,,,,0.466666667,,
,,,,,,0.550561798,,
,,,,,,0.433333333,,
,,,,,,0.224719101,,
,,,,,,0.584269663,,
,,,,,,0.6,,
,,,,,,0.377777778,,
,,,,,,0.577777778,,
,,,,,,0.322222222,,
,,,,,,0.420454545,,
,,,,,,0.444444444,,
,,,,,,0.4,,
,,,,,,0.588888889,,
,,,,,,0.466666667,,
,,,,,,0.377777778,,
,,,,,,0.566666667,,
,,,,,,0.550561798,,
,,,,,,0.522222222,,
,,,,,,0.522222222,,
,,,,,,0.617977528,,
,,,,,,0.202247191,,
,,,,,,0.5,,
,,,,,,0.411111111,,
,,,,,,0.433333333,,
,,,,,,0.244444444,,
,,,,,,0.488888889,,
,,,,,,0.444444444,,
,,,,,,0.620689655,,
,,,,,,0.471910112,,
,,,,,,0.292134831,,
